title,tags
Austin Powers in Goldmember,"The world's most shagadelic spy continues his fight against Dr. Evil. This time, the diabolical doctor and his clone, Mini-Me, team up with a new foe -- '70s kingpin Goldmember. While pursuing the team of villains to stop them from world domination, Austin gets help from his dad and an old girlfriend. Comedy Crime Science Fiction saving_the_world submarine brother_brother_relationship clone spy helicopter gold submachine_gun asteroid undercover belgium dutch car_journey nightclub laser sumo_ringer family_history auto clowning overweight_man conciliation james_bond_spoof duringcreditsstinger Mike_Myers Beyoncé_Knowles Seth_Green Michael_York Mindy_Sterling Verne_Troyer Michael_Caine Fred_Savage Diane_Mizota Carrie_Ann_Inaba Nobu_Matsuhisa Robert_Wagner Anna_Marie_Goddard Aaron_Himelstein Josh_Zuckerman Evan_Farmer Tom_Lister_Jr. Nichole_Hiltz Gwyneth_Paltrow Angela_Meryl Scott_Aukerman John_Travolta Danny_DeVito Kevin_Spacey Tom_Cruise Eddie_Adams Neil_Mullarkey Eric_Winzenried Jim_Piddock Esther_Scott Leyna_Nguyen Jeannette_Charles Brian_Tee Masi_Oka Kevin_Cooney Clint_Howard Michael_McDonald Donna_D'Errico Fred_Stoller Brad_Grunberg Greg_Grunberg Ren_Urano Kinga_Philipps John_Donovan Masa_Kanome Hideo_Kimura Hiroshi_Otaguro Kevin_Alexander_Stea Linda_Kim Nina_Kaczorowski Tammy_Vanderpool Nikki_Ziering Sybil_Azur Nicole_Humphries Patrice_Fisher Timothy_Anderson Faune_A._Chambers Kelly_Cooper R.J._Durell Shaun_Earl Michelle_Elkin Jennifer_Hamilton Hunter_Hamilton Michael_Higgins Mark_Meismer Mandy_Moore Ayesha_Orange Nathan_Prevost Liz_Ramos Shealan_Spencer Becca_Sweitzer Salvatore_Vassallo Robert_Vinson Amie_Barsky Lina_Chmiel Sharon_Ferguson Trey_Knight Brian_Richardson Kimberlee_Suerth Lakisha_Swift Nathan_Lane Katie_Couric Rob_Lowe Ryan_Allen_Carrillo Michael_Chaturantabut Gabriel_Corbin Devyn_Duex Christy_McGinity_Gibel Paul_Grace Ben_Hisoler Will_Holman Eiji_Inoue Jimmy_Jatho Kristen_Johnston Charles_M._Kerper Martin_Klebba Carolina_Lancaster Ryan_McGonagle Kinsey_McLean Marylee_Picciano Gene_Anthony_Ray Tara_Rice Nicole_Sciacca Matt_Sergott Sonny_Sison_ Michael_Sun_Lee Chris_Sung Andreanna_Veith Kevin_Vila Dan_Warner Shane_Zeranski Ozzy_Osbourne Steven_Spielberg Britney_Spears Jay_Roach"
Astro Boy,"Set in futuristic Metro City, Astro Boy is about a young robot with incredible powers created by a brilliant scientist in the image of the son he has lost. Unable to fulfill the grieving man's expectations, our hero embarks on a journey in search of acceptance, experiencing betrayal and a netherworld of robot gladiators, before he returns to save Metro City and reconcile with the father who had rejected him. Animation Action Family Science Fiction superhero Nicolas_Cage Kristen_Bell Bill_Nighy Donald_Sutherland Freddie_Highmore Eugene_Levy Sterling_Beaumon Nathan_Lane Samuel_L._Jackson Charlize_Theron David_Alan_Grier Alan_Tudyk Newell_Alexander Elle_Fanning Pilar_Flynn David_Bowers"
Jurassic Park,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape. Adventure Science Fiction exotic_island dna paleontology tyrannosaurus_rex triceratops brontosaurus electric_fence island dinosaur amusement_park theme_park jurassic_park Sam_Neill Laura_Dern Jeff_Goldblum Richard_Attenborough Bob_Peck Martin_Ferrero BD_Wong Joseph_Mazzello Ariana_Richards Samuel_L._Jackson Wayne_Knight Gerald_R._Molen Miguel_Sandoval Cameron_Thor Christopher_John_Fields Whit_Hertford Dean_Cundey Jophery_C._Brown Tom_Mishler Greg_Burson Adrian_Escober Richard_Kiley Brad_M._Bucklin Laura_Burnett Gary_Rodriguez Brian_Smrz Robert_'Bobby_Z'_Zajonc Steven_Spielberg"
Wyatt Earp,"Covering the life and times of one of the West's most iconic heroes Wyatt Earp weaves an intricate tale of Earp and his friends and family. With a star studded cast, sweeping cinematography and authentic costumes Wyatt Earp led the way during the Western revival in the 90's. Drama Action Western gunslinger gambling sheriff deputy_sheriff wretch wyatt_earp historical_figure doc_holliday Kevin_Costner Dennis_Quaid Gene_Hackman David_Andrews Linden_Ashby Jeff_Fahey Joanna_Going Mark_Harmon Michael_Madsen Catherine_O'Hara Bill_Pullman Isabella_Rossellini Tom_Sizemore JoBeth_Williams Mare_Winningham James_Gammon Rex_Linn Adam_Baldwin Randle_Mell Annabeth_Gish Lewis_Smith Ian_Bohen Betty_Buckley Owen_Roizman Lawrence_Kasdan"
Clear and Present Danger,CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel. Action Drama Thriller assassination spy ambush cia helicopter based_on_novel usa_president sniper fbi colombia drug_traffic bomber mission_of_murder mercenary insurgence coast_guard spying war car_bomb drug_cartel conspiracy shootout infantry violence jack_ryan political_cover-up Harrison_Ford Willem_Dafoe Anne_Archer Joaquim_de_Almeida Henry_Czerny Harris_Yulin Donald_Moffat Miguel_Sandoval Benjamin_Bratt Raymond_Cruz Dean_Jones Thora_Birch Ann_Magnuson Hope_Lange Tom_Tammi James_Earl_Jones Ted_Raimi Greg_Germann Phillip_Noyce
Dragon Blade,"Huo An, the commander of the Protection Squad of the Western Regions, was framed by evil forces and becomes enslaved. On the other hand, a Roman general escapes to China after rescuing the Prince. The heroic duo meet in the Western Desert and a thrilling story unfolds. Action Drama Adventure  Jackie_Chan John_Cusack Adrien_Brody Sharni_Vinson Benny_Urquidez Kevin_Lee Raiden_Integra Tomer_Oz Alfred_Hsing Choi_Si-won Max_Huang Paul_Philip_Clark Lorie_Pester Joel_Adrian Joel_Adrian Harry_Oram Kyle_Shapiro Jonathan_Paulson Vander_McLeod Philippe_Joly Faith_Ugurlu Danny_Salay Pierre_Bourdaud Jai_Day Murray_Clive_Walker Emrah_Yilmaz Danny_Cameron Kyle_Cameron Kyle_Andrew_MacNeil Daniel_P._Cameron Miroslav_Karel J.J._Demiannay Alexander_Corne James_Lee_Guy Will_Lefebvre Lin_Peng Steve_Yoo Daniel_Lee"
Little Man,"After leaving the prison, the dwarf criminal Calvin Sims joins to his moron brother Percy to steal an expensive huge diamond in a jewelry for the mobster Walken. They are chased by the police, and Calvin hides the stone in the purse of the executive Vanessa Edwards, whose husband Darryl Edwards wants to have a baby. Percy convinces Calvin to dress like a baby and be left in front of the Edwards's house to get inside the house and retrieve the diamond. Darryl and Vanessa keep Calvin for the weekend and decide to adopt him, while Walken threatens Darryl to get the stone back. Comedy Crime baby adoption married_couple small_person criminal Marlon_Wayans Shawn_Wayans Kerry_Washington John_Witherspoon Tracy_Morgan Lochlyn_Munro Keenen_Ivory_Wayans"
U-571,"In the midst of World War II, the battle under the sea rages and the Nazis have the upper hand as the Allies are unable to crack their war codes. However, after a wrecked U-boat sends out an SOS signal, the Allies realise this is their chance to seize the 'enigma coding machine'. Action Drama Thriller War submarine world_war_ii north_atlantic mission Matthew_McConaughey Bill_Paxton Harvey_Keitel Jon_Bon_Jovi David_Keith Thomas_Kretschmann Jake_Weber Jack_Noseworthy Tom_Guiry Will_Estes Terrence_'T.C.'_Carson Jonathan_Mostow"
The American President,"Widowed U.S. president Andrew Shepherd, one of the world's most powerful men, can have anything he wants -- and what he covets most is Sydney Ellen Wade, a Washington lobbyist. But Shepherd's attempts at courting her spark wild rumors and decimate his approval ratings. Comedy Drama Romance white_house usa_president new_love widower wildlife_conservation Michael_Douglas Annette_Bening Michael_J._Fox Martin_Sheen Anna_Deavere_Smith Shawna_Waldron Samantha_Mathis David_Paymer Richard_Dreyfuss Nina_Siemaszko Wendie_Malick Beau_Billingslea Gail_Strickland Joshua_Malina Clement_von_Franckenstein John_Mahoney John_Mahon Gabriel_Jarret Rob_Reiner"
The Love Guru,"Born in America and raised in an Indian ashram, Pitka returns to his native land to seek his fortune as a spiritualist and self-help expert. His skills are put to the test when he must get a brokenhearted hockey player's marriage back on track in time for the man to help his team win the Stanley Cup. Comedy Romance sport ice_hockey guru comedy bollywood india spiritualist broken_heart self-help stanley_cup chastity ashram expert Mike_Myers Jessica_Alba Justin_Timberlake Romany_Malco Meagan_Good Verne_Troyer Manu_Narayan Omid_Djalili Ben_Kingsley Deepak_Chopra Stephen_Colbert Jim_Gaffigan Val_Kilmer Jessica_Simpson Mariska_Hargitay Kanye_West Trevor_Heins John_Oliver Samantha_Bee Marco_Schnabel"
3000 Miles to Graceland,"It was an ingenious enough plan: rob the Riviera Casino's count room during an Elvis impersonator convention. But Thomas Murphy decided to keep all the money for himself and shot all his partners, including recently-freed ex-con Michael Zane. With $3.2 million at stake, the Marshals Service closing in, Michael must track down Murphy. Action Adventure Comedy Thriller Crime casino submachine_gun hold-up_robbery elvis reference_to_elvis_presley duringcreditsstinger Kurt_Russell Kevin_Costner Courteney_Cox Christian_Slater Kevin_Pollak David_Arquette Jon_Lovitz Howie_Long Thomas_Haden_Church Bokeem_Woodbine Ice-T Louis_Lombardi Michael_Kopsa Demian_Lichtenstein"
The Hateful Eight,Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception. Crime Drama Mystery Western bounty_hunter wyoming mountains narration hangman stagecoach blizzard post_civil_war Samuel_L._Jackson Kurt_Russell Jennifer_Jason_Leigh Walton_Goggins Demián_Bichir Tim_Roth Michael_Madsen Bruce_Dern James_Parks Dana_Gourrier Zoë_Bell Lee_Horsley Gene_Jones Keith_Jefferson Craig_Stark Belinda_Owino Channing_Tatum Quentin_Tarantino Quentin_Tarantino
Blades of Glory,"When a much-publicized ice-skating scandal strips them of their gold medals, two world-class athletes skirt their way back onto the ice via a loophole that allows them to compete together as a pairs team. Action Comedy Drama competition olympic_games sport rivalry ice_skating Will_Ferrell Jon_Heder Will_Arnett Amy_Poehler Jenna_Fischer William_Fichtner Craig_T._Nelson Romany_Malco Nick_Swardson Scott_Hamilton Andy_Richter Greg_Lindsay Rob_Corddry Nick_Jameson Tom_Virtue Ben_Wilson William_Daniels Zachary_Ferren Rémy_Girard Steven_M._Gagnon Nancy_Kerrigan Luke_Wilson Brian_Boitano Dorothy_Hamill Peggy_Fleming Sasha_Cohen Jim_Lampley Katharine_Towne Kerry_Rossall Josh_Gordon"
Hop,"E.B., the Easter Bunny's teenage son, heads to Hollywood, determined to become a drummer in a rock 'n' roll band. In LA, he's taken in by Fred after the out-of-work slacker hits E.B. with his car. Animation Comedy Family coup_d'etat slacker easter easter_bunny aftercreditsstinger live_action_and_animation Russell_Brand James_Marsden Kaley_Cuoco Hank_Azaria Elizabeth_Perkins Gary_Cole Hugh_Laurie Tiffany_Espensen David_Hasselhoff Chelsea_Handler Dustin_Ybarra Tim_Hill"
300,"Based on Frank Miller's graphic novel, ""300"" is very loosely based the 480 B.C. Battle of Thermopylae, where the King of Sparta led his army against the advancing Persians; the battle is said to have inspired all of Greece to band together against the Persians, and helped usher in the world's first democracy. Action Adventure War evisceration javelin shield army fall_from_height ancient_world s.a.t. minions Gerard_Butler Lena_Headey Dominic_West David_Wenham Vincent_Regan Michael_Fassbender Tom_Wisdom Andrew_Tiernan Andrew_Pleavin Rodrigo_Santoro Giovani_Cimmino Tyler_Neitzel Stephen_McHattie Eli_Snyder Tim_Connolly Marie-Julie_Rivest Peter_Mensah Arthur_Holden Michael_Sinelnikoff Kelly_Craig Greg_Kramer Alex_Ivanovici Tom_Rack David_Francis James_Bradford Sebastian_St._Germain John_Dunn-Hill Dennis_St_John Neil_Napier Dylan_Smith Maurizio_Terrazzano Kwasi_Songui Alexandra_Beaton Frédéric_Smith Loucas_Minchillo Nicholas_Minchillo Andrew_Shaver Marcel_Jeannin Robin_Wilcock Robert_Paradis Jere_Gillis Jeremy_Thibodeau Tyrone_Benskin Robert_Maillet Patrick_Sabongui David_Schaap Leon_Laderach Dave_Lapommeray Vervi_Mauricio Charles_Papasoff Isabelle_Champeau Veronique-Natale_Szalankiewicz Maéva_Nadon David_Thibodeau Jean_Michel_Paré Stewart_Myiow Andreanne_Ross Sara_Giacalone Ariadne_Bourbonnière Isabelle_Fournel Sandrine_Merette-Attiow Danielle_Hubbard Elisabeth_Etienne Ruan_Vibegaard Genevieve_Guilbault Bonnie_Mak Amélie_Sorel Caroline_Aspirot Gina_Gagnon Tania_Trudell Stéphanie_Aubry Mercedes_Leggett Stephania_Gambaroff Chanelle_Lamothe Sabrina-Jasmine_Guilbault Manny_Cortez_Tuazon Atif_Y._Siddiqi Camille_Rizkallah Trudi_Hanley Neon_Cobran Gary_A._Hecker Devin_Delorme Deke_Richards Darren_Shahlavi Marc_Trottier Duy_Vo_Van Agnieshka_Wnorowska Zack_Snyder"
Meet the Fockers,"Hard-to-crack ex-CIA man, Jack Byrnes and his wife, Dina head for the warmer climes of Florida to meet son-in-law-to-be, Greg Focker's parents. Unlike their happily matched offspring, the future in-laws find themselves in a situation of opposites that definitely do not attract. Comedy Romance cia parents_kids_relationship florida anti-authoritarian_upbringing jew parents-in-law orderly just_married sex_therapy bad_father-in-law family illegitimate_son Ben_Stiller Teri_Polo Robert_De_Niro Dustin_Hoffman Barbra_Streisand Blythe_Danner Tim_Blake_Nelson Alanna_Ubach Shelley_Berman Owen_Wilson Ray_Santiago Spencer_Pickren Bradley_Pickren Kali_Rocha Dorie_Barton Jack_Plotnick Wayne_Thomas_Yorke Max_Hoffman Linda_O'Neil Jay_Roach"
Marley & Me,"A newly married couple who, in the process of starting a family, learn many of life's important lessons from their trouble-loving retriever, Marley. Packed with plenty of laughs to lighten the load, the film explores the highs and lows of marriage, maturity and confronting one's own mortality, as seen through the lens of family life with a dog. Comedy Family journalist based_on_novel puppy dog duringcreditsstinger columnist animal_lead Owen_Wilson Jennifer_Aniston Eric_Dane Kathleen_Turner Alan_Arkin Nathan_Gamble Haley_Bennett Ann_Dowd Clarke_Peters Finley_Jacobsen Lucy_Merriam Bryce_Robinson Ben_Hyland Sarah_O'Kelly Keith_Hudson Haley_Hudson Tom_Irwin Alec_Mapa Sandy_Martin Joyce_Van_Patten Zabryna_Guevara Megan_Grace Haley_Higgins Ana_Ayora Matthew_J._Walters Nicole_Herold Paul_Tei Gaston_Renaud Angelina_Assereto Emmett_Robin Lisa_Varga Dylan_Henry Stephen_Lee_Davis Michael_Baskin Bradley_Frishman Eric_Conger David_Frankel"
The Green Mile,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cellblock's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution. Fantasy Drama Crime southern_usa black_people mentally_disabled based_on_novel heal death_row jail_guard great_depression prison_guard electric_chair magic_realism healing death_row_inmate 1930s Tom_Hanks Michael_Clarke_Duncan David_Morse Bonnie_Hunt James_Cromwell Patricia_Clarkson Michael_Jeter Sam_Rockwell Graham_Greene Doug_Hutchison Barry_Pepper Jeffrey_DeMunn Harry_Dean_Stanton Gary_Sinise Dabbs_Greer Eve_Brent William_Sadler Mack_Miles Rai_Tasco Paula_Malcomson Brian_Libby Brent_Briscoe Bill_McKinney Rachel_Singer Scotty_Leavenworth Bill_Gratton Dee_Croxton Rebecca_Klingler Gary_Imhoff Van_Epperson Phil_Hawn Ted_Hollis Robert_Malone Frank_Darabont"
